plot,region,model,metric,value_type,count,mean,median,std,min,max
all_response_global_conus_all_models_no_hrrr_rmse,global,nested_eagle_global,rmse,normalized_rmse_all_responses,248620,1.1871211133778434,1.0270393636952835,1.2913900133826899,0.027519824954465467,73.08284782590158
all_response_global_conus_all_models_no_hrrr_rmse,global,gfs,rmse,normalized_rmse_all_responses,248620,1.2504074131351959,1.1034369075283879,1.2908939505370225,0.023310405870150947,73.11622296982041
all_response_global_conus_all_models_no_hrrr_rmse,global,aigfs,rmse,normalized_rmse_all_responses,248620,1.1338902462280527,0.9712028299158462,1.2865515787944524,0.010332415105134956,72.94728065523114
all_response_global_conus_all_models_no_hrrr_rmse,global,aifs,rmse,normalized_rmse_all_responses,248620,1.067997226353546,0.9083211610068115,1.2851205760109412,0.02736893574850627,72.93750007385658
all_response_global_conus_all_models_no_hrrr_rmse,conus,nested_eagle_global,rmse,normalized_rmse_all_responses,226683,1.2152927229379533,1.0130180078875304,0.8861091090673991,5.9737588419511515e-05,29.512950523061537
all_response_global_conus_all_models_no_hrrr_rmse,conus,gfs,rmse,normalized_rmse_all_responses,226683,1.3144926547411595,1.124237689343175,0.9214508360634778,3.341515867602362e-05,30.057995714870145
all_response_global_conus_all_models_no_hrrr_rmse,conus,aigfs,rmse,normalized_rmse_all_responses,226683,1.1554837881533102,0.97488449678827,0.846660317629725,2.3156028630371043e-05,29.48494952916769
all_response_global_conus_all_models_no_hrrr_rmse,conus,aifs,rmse,normalized_rmse_all_responses,226683,1.0519618851717578,0.901713762109985,0.7717696052769748,5.846583668526631e-06,29.598874760964645
