comparison,target_model,reference_model,domain,resolution,variable_group,variable,row_label,level_hpa,lead_hour,lead_label,rmse_improvement_pct
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 850,850,240,D10,-7.562
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,24,D1,-6.632
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,48,D2,-10.949
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,72,D3,-15.62
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,96,D4,-17.923
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,120,D5,-18.107
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,144,D6,-16.8
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,168,D7,-14.898
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,192,D8,-12.6
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,216,D9,-10.527
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,240,D10,-9.336
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,24,D1,-6.923
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,48,D2,-10.316
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,72,D3,-14.778
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,96,D4,-18.521
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,120,D5,-20.339
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,144,D6,-19.63
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,168,D7,-18.271
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,192,D8,-14.237
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,216,D9,-11.063
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,240,D10,-9.541
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,24,D1,-9.299
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,48,D2,-11.658
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,72,D3,-15.102
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,96,D4,-19.347
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,120,D5,-21.142
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,144,D6,-20.452
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,168,D7,-18.853
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,192,D8,-15.699
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,216,D9,-12.434
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,temperature,temperature,temperature 850,850,240,D10,-10.546
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,24,D1,-1.617
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,48,D2,-1.693
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,72,D3,-1.794
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,96,D4,-2.099
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,120,D5,-1.998
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,144,D6,-2.209
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,168,D7,-2.539
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,192,D8,-2.354
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,216,D9,-2.183
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 250,250,240,D10,-2.186
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,24,D1,-8.311
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,48,D2,-8.315
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,72,D3,-9.696
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,96,D4,-11.376
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,120,D5,-12.006
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,144,D6,-12.525
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,168,D7,-12.716
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,192,D8,-11.728
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,216,D9,-10.932
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 500,500,240,D10,-10.127
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,24,D1,-8.282
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,48,D2,-8.558
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,72,D3,-9.092
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,96,D4,-10.088
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,120,D5,-10.668
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,144,D6,-11.202
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,168,D7,-10.427
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,192,D8,-9.558
nested_global_vs_aifs_regions,Nested-EAGLE-Global (AI),AIFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,216,D9,-8.509
