plot,region,model,metric,value_type,count,mean,median,std,min,max
all_response_global_conus_rmse,global,nested_eagle_global,rmse,normalized_rmse_all_responses,248620,1.1458882771560517,0.995058752364038,1.253376042584532,0.026664395391032682,71.05926812211473
all_response_global_conus_rmse,global,gfs,rmse,normalized_rmse_all_responses,248620,1.20696829149802,1.0691796306624126,1.2528803445385286,0.02266496763656923,71.09171914682017
all_response_global_conus_rmse,global,aigfs,rmse,normalized_rmse_all_responses,248620,1.0946217571206627,0.9409078097735915,1.2488961354934038,0.010019700045220329,70.92745464992798
all_response_global_conus_rmse,conus,nested_eagle_global,rmse,normalized_rmse_all_responses,226683,1.1624980292589608,0.9758652481013009,0.8392376721912794,5.7744076571877157e-05,27.885506257568668
all_response_global_conus_rmse,conus,gfs,rmse,normalized_rmse_all_responses,226683,1.2578765230528506,1.0838836236975449,0.8733659226391132,3.2300056502105294e-05,28.400495807493886
all_response_global_conus_rmse,conus,aigfs,rmse,normalized_rmse_all_responses,226683,1.1057226659747241,0.9408975112204027,0.8022737970181575,2.2448853320997195e-05,27.859049333519856
