comparison,target_model,reference_model,domain,resolution,variable_group,variable,row_label,level_hpa,lead_hour,lead_label,rmse_improvement_pct
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 250,250,24,D1,1.054
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 250,250,48,D2,-2.49
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 250,250,72,D3,-6.413
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 250,250,96,D4,-8.275
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 250,250,120,D5,-9.071
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 250,250,144,D6,-9.184
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 250,250,168,D7,-8.058
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 250,250,192,D8,-6.276
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 250,250,216,D9,-4.837
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 250,250,240,D10,-4.883
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 500,500,24,D1,-0.826
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 500,500,48,D2,-3.233
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 500,500,72,D3,-5.754
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 500,500,96,D4,-7.01
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 500,500,120,D5,-6.691
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 500,500,144,D6,-6.96
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 500,500,168,D7,-6.167
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 500,500,192,D8,-4.562
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 500,500,216,D9,-3.448
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 500,500,240,D10,-3.469
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 850,850,24,D1,-3.263
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 850,850,48,D2,-4.613
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 850,850,72,D3,-5.406
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 850,850,96,D4,-6.888
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 850,850,120,D5,-6.088
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 850,850,144,D6,-4.939
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 850,850,168,D7,-5.231
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 850,850,192,D8,-4.565
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 850,850,216,D9,-3.76
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,meridional_wind,meridional_wind,meridional_wind 850,850,240,D10,-4.127
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,24,D1,0.402
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,48,D2,-1.652
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,72,D3,-3.932
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,96,D4,-5.708
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,120,D5,-6.662
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,144,D6,-7.547
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,168,D7,-6.95
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,192,D8,-6.473
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,216,D9,-5.696
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 250,250,240,D10,-5.749
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,24,D1,-1.578
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,48,D2,-3.016
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,72,D3,-4.685
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,96,D4,-6.094
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,120,D5,-7.143
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,144,D6,-7.486
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,168,D7,-6.772
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,192,D8,-5.319
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,temperature,temperature,temperature 500,500,216,D9,-3.571
