plot,region,model,metric,variable,level,n,mean,median,std,min,max
global_conus_2m_temperature_rmse,global,nested_eagle_global,rmse,2m_temperature,,11323,3.8921238027706617,3.724555503986153,0.8934769396347864,2.205610064934145,8.445525871096796
global_conus_2m_temperature_rmse,global,gfs,rmse,2m_temperature,,11323,4.0682692821772335,3.9131364193323366,0.854637484837335,2.424108488922495,8.32209269351946
global_conus_2m_temperature_rmse,global,aigfs,rmse,2m_temperature,,11323,3.6936413361144886,3.520415039334482,0.8751234072507297,2.0580870560369355,8.463220304043114
global_conus_2m_temperature_rmse,conus,nested_eagle_global,rmse,2m_temperature,,11323,3.253667800355425,2.862979576350755,1.3458848909880246,1.550118538659206,11.319277312054746
global_conus_2m_temperature_rmse,conus,gfs,rmse,2m_temperature,,11323,3.6586015526797198,3.35619377939845,1.2450031828452355,1.711887978792533,13.058738475849713
global_conus_2m_temperature_rmse,conus,aigfs,rmse,2m_temperature,,11323,3.2397935232381565,2.861074887200824,1.266233650175352,1.5344470096657497,12.088314954904394
