comparison,target_model,reference_model,domain,resolution,variable_group,variable,row_label,level_hpa,lead_hour,lead_label,rmse_improvement_pct
nested_lam_vs_hrrr_conus_6km,Nested-EAGLE-LAM (AI-HR),HRRR,conus,CONUS 6 km,specific_humidity,specific_humidity,specific_humidity 850,850,48,48h,15.148
nested_lam_vs_hrrr_conus_6km,Nested-EAGLE-LAM (AI-HR),HRRR,conus,CONUS 6 km,wind_speed,wind_speed,wind_speed 250,250,0,0h,0.0
nested_lam_vs_hrrr_conus_6km,Nested-EAGLE-LAM (AI-HR),HRRR,conus,CONUS 6 km,wind_speed,wind_speed,wind_speed 250,250,6,6h,-12.145
nested_lam_vs_hrrr_conus_6km,Nested-EAGLE-LAM (AI-HR),HRRR,conus,CONUS 6 km,wind_speed,wind_speed,wind_speed 250,250,12,12h,9.473
nested_lam_vs_hrrr_conus_6km,Nested-EAGLE-LAM (AI-HR),HRRR,conus,CONUS 6 km,wind_speed,wind_speed,wind_speed 250,250,18,18h,5.452
nested_lam_vs_hrrr_conus_6km,Nested-EAGLE-LAM (AI-HR),HRRR,conus,CONUS 6 km,wind_speed,wind_speed,wind_speed 250,250,24,24h,14.589
nested_lam_vs_hrrr_conus_6km,Nested-EAGLE-LAM (AI-HR),HRRR,conus,CONUS 6 km,wind_speed,wind_speed,wind_speed 250,250,30,30h,19.744
nested_lam_vs_hrrr_conus_6km,Nested-EAGLE-LAM (AI-HR),HRRR,conus,CONUS 6 km,wind_speed,wind_speed,wind_speed 250,250,36,36h,17.389
nested_lam_vs_hrrr_conus_6km,Nested-EAGLE-LAM (AI-HR),HRRR,conus,CONUS 6 km,wind_speed,wind_speed,wind_speed 250,250,42,42h,22.03
nested_lam_vs_hrrr_conus_6km,Nested-EAGLE-LAM (AI-HR),HRRR,conus,CONUS 6 km,wind_speed,wind_speed,wind_speed 250,250,48,48h,21.772
nested_lam_vs_hrrr_conus_6km,Nested-EAGLE-LAM (AI-HR),HRRR,conus,CONUS 6 km,wind_speed,wind_speed,wind_speed 500,500,0,0h,0.0
nested_lam_vs_hrrr_conus_6km,Nested-EAGLE-LAM (AI-HR),HRRR,conus,CONUS 6 km,wind_speed,wind_speed,wind_speed 500,500,6,6h,-1.294
nested_lam_vs_hrrr_conus_6km,Nested-EAGLE-LAM (AI-HR),HRRR,conus,CONUS 6 km,wind_speed,wind_speed,wind_speed 500,500,12,12h,2.472
nested_lam_vs_hrrr_conus_6km,Nested-EAGLE-LAM (AI-HR),HRRR,conus,CONUS 6 km,wind_speed,wind_speed,wind_speed 500,500,18,18h,-2.219
nested_lam_vs_hrrr_conus_6km,Nested-EAGLE-LAM (AI-HR),HRRR,conus,CONUS 6 km,wind_speed,wind_speed,wind_speed 500,500,24,24h,8.948
nested_lam_vs_hrrr_conus_6km,Nested-EAGLE-LAM (AI-HR),HRRR,conus,CONUS 6 km,wind_speed,wind_speed,wind_speed 500,500,30,30h,18.513
nested_lam_vs_hrrr_conus_6km,Nested-EAGLE-LAM (AI-HR),HRRR,conus,CONUS 6 km,wind_speed,wind_speed,wind_speed 500,500,36,36h,12.328
nested_lam_vs_hrrr_conus_6km,Nested-EAGLE-LAM (AI-HR),HRRR,conus,CONUS 6 km,wind_speed,wind_speed,wind_speed 500,500,42,42h,2.271
